respondent_id,collector_id,date_created,date_modified,ip_address,email_address,first_name,last_name,custom_1,"Autorizo a United Way Colombia a realizar toma de fotografías, videos o entrevistas en las que aparezco y cedo el uso de mi imagen y registros de las actividades en las cuales participé, para los fines contemplado en la Política de Privacidad para el Tratamiento de Datos Personales de dicha entidad, en la cual se incluyen, entre otras, la realización de piezas de comunicación interna y externa. Como titular de los datos podré, en cualquier momento, solicitar que la información sea modificada, actualizada o retirada de las bases de datos de United Way Colombia. Lo invitamos a conocer los detalles en: https://bit.ly/2O4diuQ",DEPARTAMENTO,NOMBRE DEL CENTRO EDUCATIVO,"Responde una de estas tres preguntas, la que prefieras responder:Cuéntanos una situación que haya sucedido en tu institución educativa que te haya hecho pensar sobre tu futuro.Cuéntanos una situación que haya sucedido en tu institución educativa que te haya impactado particularmente.Cuéntanos una situación que haya sucedido en tu institución educativa que te haya hecho pensar cómo quieres que termine tu año escolar.Describe la situación, y lo que pasó.Comparte tu experiencia / tu ejemplo aquí:",La historia que contaste te genera.,La experiencia que compartiste es,Cuando sucedió,Por cuanto tiempo,¿Qué tan común?,¿Quién debe saber esta historia?  ,¿En cuantos colegios has estado?,Temas,Tu historia describe algo: ,Sentí que tuve,La historia involucra,Esta historia me enseñó,La lección impacto en,Es importante,¿Cuál es tu genero? 
12575468308,401577030,2021-04-14 13:12:36,2021-04-14 13:48:38,200.29.126.199,,,,,Sí,CAUCA,IE Santa Rosa,Una ves un niño que era muy inquieto y estábamos en el salón de 4 pero el Nino se yanaba breirner y se pasa Asin malda  a todos los niños del salón y una ves me Chuso con un lápiz en el ojo i yo pensé que me pudo sacar un ojo y yo quiero que terminemos el ano sin peleas sin ron per las reglas y siendo bueno con los compañeros,Tristeza,Experiencia personal,Hace dos años,Por algún tiempo,Pasa una vez cada tanto,Los profesores y las directivas,En 2,La seguridad en el colegio,Novedoso,Poco control,Amigos,Comprender la realidad de las cosas,Relación con los demás,Comprender a los otros,Hombre
12575460281,401577030,2021-04-14 13:38:33,2021-04-14 13:45:57,190.90.24.133,,,,,Sí,VALLE DEL CAUCA,IE Isaías Gamboa,En nuestra institución su planta física se observa muy deteriorada  porque la Mayoría de sus espacios son al aire libre y necesitan mucho mantenimiento entonces no tenemos la posibilidad de usarlo como quisieras para aprovechar el tiempo libre ,Tristeza,Experiencia personal,Hace más de dos años,Por mucho tiempo,Pasa todo el tiempo,Los profesores y las directivas,En 3,Educación y aprendizaje,Pasa frecuentemente,Total control,Amigos,Comprender la realidad de las cosas,Oportunidades futuras,Trabajar en equipo,Hombre
12575391428,401577030,2021-04-14 13:19:40,2021-04-14 13:30:08,200.6.191.234,,,,,Sí,CAUCA,IE Santa Rosa,Ejemplo  que e partido un dedo,Impotencia,Una opinión,Hace un año,Por algún tiempo,Común,Todo el mundo,En más de 4,Tecnología,Pasa todo el tiempo,Poco control,Otros,Otros,Entender lo que sucede a tu alrededor,Trabajar en equipo,Mujer
12575283884,401577030,2021-04-14 12:40:53,2021-04-14 12:48:14,190.99.160.140,,,,,Sí,VALLE DEL CAUCA,IE Santa Rosa,La verdad nunca ha incomodado nada en el colegio aveces era mal porque no tenia casi amigos pero despues todo bien ,Motivación,Experiencia personal,Hace un año,Por algún tiempo,Pasa todo el tiempo,Todo el mundo,En 3,Valores,Pasa frecuentemente,Control,A mi,Comprender la realidad de las cosas,Relación con los demás,Trabajar en equipo,Mujer
12575228256,401577030,2021-04-14 11:29:05,2021-04-14 12:29:31,186.81.8.37,,,,,Sí,VALLE DEL CAUCA,IE Santa Rosa,Cuando recibí al fin de año y en compañía de mi mamá el diploma. Fue algo fenomenal y me hizo pensar que a futuro debo terminar mi secundaria y ser profesional,Motivación,Experiencia personal,Hace un año,Por mucho tiempo,Pasa una vez cada tanto,Todo el mundo,En 3,Tecnología,Novedoso,Control,A mi,Comprender la realidad de las cosas,Oportunidades futuras,Trabajar en equipo,Hombre
12575199236,401577030,2021-04-14 12:15:42,2021-04-14 12:19:43,181.50.102.238,,,,,Sí,VALLE DEL CAUCA,IE Santa Rosa,Los bullyn ,Motivación,Una opinión,Hace un año,Se me va a olvidar,Común,Los profesores y las directivas,En 2,Justicia,Pasa frecuentemente,Absolutamente ningún control,A mi,Otros,Entender lo que sucede a tu alrededor,Trabajar en equipo,Hombre
12575119110,401577030,2021-04-14 11:38:24,2021-04-14 11:54:30,190.66.124.116,,,,,Sí,VALLE DEL CAUCA,IE Santa Rosa,La primera educacion fisica     la segunda  nada   la tercera   la situación de la pandemia que cambió todo,Tristeza,Experiencia personal,Hace un año,Por mucho tiempo,Muy rara y única,Los profesores y las directivas,Solo en este,Educación y aprendizaje,Novedoso,Control,A mi,Nuevos conocimientos y habilidades,Entender lo que sucede a tu alrededor,Trabajar en equipo,Hombre
12575052880,401577030,2021-04-14 11:18:02,2021-04-14 11:33:48,200.29.127.44,,,,,Sí,VALLE DEL CAUCA,IE Santa Rosa,Yo qui siera que mi año terminé mui feliz,Alegría,Una opinión,Hace algunos días o semanas,Por mucho tiempo,Pasa todo el tiempo,Todo el mundo,En 2,Salud,Pasa todo el tiempo,Poco control,Familia,Comprender la realidad de las cosas,Relación con los demás,Comprender a los otros,Hombre
12575011905,401577030,2021-04-14 10:00:08,2021-04-14 11:21:13,161.18.93.128,,,,,Sí,CAUCA,IE Santa Rosa,"para mi una situación que me haya hecho reflexionar y pensar es de  que  yo poder mirar amis profesores que son responsables y atentos , eso me ayuda a pensar en mi futuro estudio   ",Motivación,Experiencia personal,Hace un año,Por siempre,Común,Nadie,En 2,Salud,Novedoso,Total control,Profesores,Comprender la realidad de las cosas,Oportunidades futuras,Comprender a los otros,Mujer
12574997116,401577030,2021-04-14 11:10:20,2021-04-14 11:16:45,186.27.239.214,,,,,Sí,VALLE DEL CAUCA,IE Santa Rosa,Me paso una situación que me iba a ir para otro país por ellos no estaba estudiando dire tres meses así ya cuando mi mamá decidió que nos quedaríamos aquí  asentaron en la institución a pesar de el tiempo ya de estudio gracias a dios Di con una buena Profesora la cual me está ayudando a ponerme al día en todos los trabajos pero me a quedado muy duro muchas veces no entiendo me encantaría poder volver a estudiar presencial mente que se acabe este año lectivo y poder empezar el próximo ya presencial.,Impotencia,Experiencia personal,Hace algunos días o semanas,Por algún tiempo,Muy rara y única,Los profesores y las directivas,En 2,Relación con la familia,Pasa frecuentemente,Absolutamente ningún control,Familia,Comprender la realidad de las cosas,Entender lo que sucede a tu alrededor,Trabajar en equipo,Mujer
12574979667,401577030,2021-04-14 11:07:19,2021-04-14 11:11:43,181.50.102.4,,,,,Sí,VALLE DEL CAUCA,IE Santa Rosa,Pues en mi institución escolar yo quise ganar  el año,Motivación,Una opinión,Hace más de dos años,Por algún tiempo,Muy rara y única,Los profesores y las directivas,En más de 4,La seguridad en el colegio,Novedoso,Poco control,A mi,Comprender la realidad de las cosas,Relación con los demás,Trabajar en equipo,Hombre
12574978449,401577030,2021-04-14 11:03:58,2021-04-14 11:11:21,186.146.237.213,,,,,Sí,VALLE DEL CAUCA,IE Santa Rosa,"Cuando no pudimos asistir más a clases, debido a la pandemia que vivimos actualmente,quiero terminar este año,limpios del covid,para poder regresar a clases común y corriente",Tristeza,Experiencia personal,Hace un año,Por algún tiempo,Muy rara y única,Todo el mundo,En 3,Innovación y creatividad,Completamente novedoso,Control,Familia,Comprender la realidad de las cosas,Relación con los demás,Comprender a los otros,Mujer
12574888789,401577030,2021-04-14 10:35:47,2021-04-14 10:49:00,181.62.53.94,,,,,Sí,CAUCA,IE Santa Rosa,Que no peliaban nadies con nadis y todos se respetan,Alegría,Experiencia personal,Hace algunos días o semanas,Por siempre,Pasa todo el tiempo,Los compañeros,En 3,Educación y aprendizaje,Pasa todo el tiempo,Control,Amigos,Nuevos conocimientos y habilidades,Entender lo que sucede a tu alrededor,Trabajar en equipo,Mujer
12574795694,401577030,2021-04-14 10:07:52,2021-04-14 10:16:49,190.99.162.235,,,,,Sí,VALLE DEL CAUCA,IE Santa Rosa,Que le hacen bullying a los niños pequeños,Tristeza,Experiencia personal,Hace un año,Por algún tiempo,Común,Los profesores y las directivas,Solo en este,La seguridad en el colegio,Pasa frecuentemente,Absolutamente ningún control,Otros,Comprender la realidad de las cosas,Relación con los demás,Trabajar en equipo,Hombre
12574791502,401577030,2021-04-14 09:55:26,2021-04-14 10:15:35,161.18.64.75,,,,,Sí,VALLE DEL CAUCA,IE Santa Rosa,La contaminación y recalentamiento todos debemos ayudar al medioambiente ,Motivación,Una opinión,Hace algunos días o semanas,Por mucho tiempo,Pasa todo el tiempo,Todo el mundo,Solo en este,Innovación y creatividad,Pasa todo el tiempo,Control,Familia,Comprender la realidad de las cosas,Oportunidades futuras,Trabajar en equipo,Hombre
12574773090,401577030,2021-04-14 09:56:44,2021-04-14 10:10:02,190.252.170.59,,,,,Sí,VALLE DEL CAUCA,IE Santa Librada,"Es la problemática que estamos viviendo con esta pandemia ,las clases virtuales y la experiencia de volver a estudiar y recordar temas , talleres que se nos habían olvidado  muy chévere volver a recordar todo esto del estudio  ",Motivación,Experiencia personal,Hace un año,Por siempre,Pasa todo el tiempo,Todo el mundo,En 2,Educación y aprendizaje,Completamente novedoso,Total control,Familia,Comprender la realidad de las cosas,Oportunidades futuras,Trabajar en equipo,Mujer
12574592116,401577030,2021-04-14 08:55:34,2021-04-14 09:16:04,190.99.207.147,,,,,No,VALLE DEL CAUCA,IE Santa Rosa,Lo que paso es que yo estaba en el descanso antes de que pasara todo esto del covid 19 y estaba jugando a la lleva con mis amigos y un niño me metio em pie y yo me cay y me dolia el pecho a la hora de salida me yamaron a la direccion y me preguntaron que paso yo les explique y me dieron la occion de elegir si suspender al niño que me hiso caer o que pidiera disculpas yo dije que me pidiera disculpas por que yo no buscaba que lo suspendieran,Tranquilidad,Experiencia personal,Hace dos años,Por algún tiempo,Común,Nadie,En más de 4,La seguridad en el colegio,Pasa todo el tiempo,Control,Amigos,Nuevos conocimientos y habilidades,Relación con los demás,Comprender a los otros,Mujer
12574258450,401577030,2021-04-14 07:13:04,2021-04-14 07:24:22,190.99.173.69,,,,,Sí,VALLE DEL CAUCA,IE Isaías Gamboa,el covid 19 que cuando me enteré que ya no volvería a ver a mis compañeros hasta que llegará la vacuna  ver a mis compañeros y mis profes.,Tristeza,Experiencia personal,Hace un año,Por mucho tiempo,Común,Los compañeros,En 2,Salud,Novedoso,Absolutamente ningún control,Amigos,Nuevos conocimientos y habilidades,Relación con los demás,Trabajar en equipo,Mujer
12573236845,401577030,2021-04-13 21:09:59,2021-04-13 21:19:57,186.27.138.19,,,,,Sí,VALLE DEL CAUCA,IE Santa Librada,"En la institución hubo cambios en cuanto a este tema de la virtualidad, tal situación me hizo pensar que podíamos terminar en año escolar en virtualidad aunque lo mejor sería estar en presencialidad,fue duro ese proceso de adaptación, pero pude lograrlo. ",Motivación,Experiencia personal,Hace un año,Por algún tiempo,Muy rara y única,Todo el mundo,En 2,Educación y aprendizaje,Completamente novedoso,Control,A mi,Comprender la realidad de las cosas,Entender lo que sucede a tu alrededor,Comprender a los otros,Mujer
12573203018,401577030,2021-04-13 20:50:06,2021-04-13 20:59:07,190.1.220.30,,,,,Sí,VALLE DEL CAUCA,IE Santa Librada,"Una ocasión cuando están en la biblioteca me puse a leer un libro ""será que"" y me hizo pensar que si algo alguien como el se preocupaba por todo sin antes experimentar la situacion también me podría suceder a mi al tratar de conseguir un trabajo para el futurouación",Motivación,Experiencia personal,Hace un año,Por algún tiempo,Muy rara y única,Nadie,En 2,Educación y aprendizaje,Completamente novedoso,Total control,A mi,Importancia de experimentar,Oportunidades futuras,Comprender a los otros,Hombre
12573078361,401577030,2021-04-13 19:25:43,2021-04-13 19:48:13,181.62.53.162,,,,,Sí,VALLE DEL CAUCA,IE Jose Holguín Garces,3: me di cuanta que sin el estudio no hay nada pero si tu quieres puedes hacer que tu año escolar terminen bien tienes que graduarte con excelencias  ,Motivación,Experiencia personal,Hace más de dos años,Se me va a olvidar,Pasa una vez cada tanto,Nadie,En 3,Innovación y creatividad,Pasa todo el tiempo,Poco control,Familia,Nuevos conocimientos y habilidades,Entender lo que sucede a tu alrededor,Trabajar en equipo,Mujer
12572960931,401577030,2021-04-13 18:41:10,2021-04-13 18:51:51,191.102.198.160,,,,,Sí,VALLE DEL CAUCA,IE Guillermo Valencia,Pues cuendo me reviente la cunbanba y me se que por eso iba a pasar tanto tiempo en mi casa y podría perder el año,Tristeza,Experiencia personal,Hace más de dos años,Por siempre,Muy rara y única,Los profesores y las directivas,Solo en este,Salud,Completamente novedoso,Total control,A mi,Otros,Entender lo que sucede a tu alrededor,Comprender a los otros,Mujer
12572804065,401577030,2021-04-13 17:28:04,2021-04-13 17:43:32,181.129.172.106,,,,,Sí,VALLE DEL CAUCA,IE Isaías Gamboa,Una situacion que me hace pensar en mi futuro y me impacto como persona es la situación actual de los dos perros que viven en la escuela ya que  me gustan mucho los animales y en un futuro deseo ser veterinaria y construir con la ayuda de mi familia un hogar de paso para rescatar animalitos en abandono me impacta saber que estos dos perritos viven solos en la escuela y no tienen un hogar estable con personas que están pendientes de ellos ya que solo la alimentacion y un techo para resguardarse de la lluvia y el frio no son suficientes también necesitan amor y mucha dedicacion ,Motivación,Una opinión,Hace más de dos años,Por siempre,Común,Todo el mundo,Solo en este,Valores,Pasa todo el tiempo,Total control,A mi,Comprender la realidad de las cosas,Entender lo que sucede a tu alrededor,Trabajar en equipo,Mujer
12572723701,401577030,2021-04-13 16:46:17,2021-04-13 17:08:02,181.62.53.144,,,,,Sí,VALLE DEL CAUCA,IE Jose Holguín Garces,que un día en en colegio un niño se trepo en un lugar muy alto para coger un balón que se había quedado atrapado,Impotencia,Experiencia personal,Hace un año,Por mucho tiempo,Muy rara y única,Los profesores y las directivas,En 3,Valores,Pasa frecuentemente,Total control,Otros,Otros,Relación con los demás,Ser el mejor,Hombre
12572574438,401577030,2021-04-13 16:02:58,2021-04-13 16:05:30,190.99.168.118,,,,,Sí,VALLE DEL CAUCA,IE Santa Rosa,Desearia terminar el estudio en el colegio ,Tristeza,Una historia que escuchaste por ahí,Hace un año,Por algún tiempo,Muy rara y única,Todo el mundo,Solo en este,Salud,Pasa todo el tiempo,Control,Otros,Comprender la realidad de las cosas,Entender lo que sucede a tu alrededor,Comprender a los otros,Mujer
12572242728,401577030,2021-04-13 13:48:28,2021-04-13 14:06:53,181.129.174.67,,,,,Sí,VALLE DEL CAUCA,IE Jose Holguín Garces,"Un primo estudio en la Institución sufriendo Bullyng por varios años, un día los que le hacian Bullyng lo arrastraron por el colegio en horas de descanso y los profesores decian no haber visto nada, no quisieron revisar las camaras para asegurarsen de lo sucedido, no tomaron cartas en el asunto.",Impotencia,Experiencia personal,Hace más de dos años,Por siempre,Común,Los profesores y las directivas,En 3,La seguridad en el colegio,Pasa frecuentemente,Absolutamente ningún control,Familia,Comprender la realidad de las cosas,Relación con los demás,Comprender a los otros,Hombre
12571692298,401577030,2021-04-13 10:59:02,2021-04-13 11:03:47,181.62.52.68,,,,,No,VALLE DEL CAUCA,IE Jose Holguín Garces,"Me llego a impactar demasiado ver que le pagan mas a los profesores de colegios privados,que a los publicos,deberia de ser el mismo salario",Impotencia,Una opinión,Hace más de dos años,Por siempre,Pasa todo el tiempo,Los profesores y las directivas,En 2,Relación con los profesores,Pasa frecuentemente,Absolutamente ningún control,Profesores,Comprender la realidad de las cosas,Entender lo que sucede a tu alrededor,Ser el mejor,Hombre
12571682948,401577030,2021-04-13 10:47:12,2021-04-13 11:03:08,181.129.161.20,,,,,Sí,VALLE DEL CAUCA,IE Jose Holguín Garces,para ser sincera no eh tenido ninguna situación asi y la verdad nunca me e puesto a pensar en mi futuro a parte del echo de que quiero estudiar trabajar y conseguir dinero para ir a viajar a varios paises con mi madre,Orgullo/Satisfacción,Una opinión,Hace más de dos años,Por siempre,Común,Nadie,En más de 4,Educación y aprendizaje,Novedoso,Total control,Familia,Nuevos conocimientos y habilidades,Oportunidades futuras,Trabajar en equipo,Mujer
12571268742,401577030,2021-04-13 08:47:05,2021-04-13 08:59:58,186.1.141.152,,,,,Sí,CAUCA,IE Jose Holguín Garces,"por la pandemia, estudiando virtual no se aprende mucho, yo quiero terminar mi año escolar en presencial",Tristeza,Experiencia personal,Hace un año,Por mucho tiempo,Común,Los profesores y las directivas,En más de 4,Educación y aprendizaje,Pasa todo el tiempo,Poco control,A mi,Comprender la realidad de las cosas,Entender lo que sucede a tu alrededor,Trabajar en equipo,Hombre
12571233683,401577030,2021-04-13 08:44:15,2021-04-13 08:50:41,186.27.207.186,,,,,No,VALLE DEL CAUCA,IE Jose Holguín Garces,ninguna ,Orgullo/Satisfacción,Una opinión,Hace algunos días o semanas,Se me va a olvidar,Muy rara y única,Nadie,Solo en este,Ninguna de los anteriores,Pasa todo el tiempo,Absolutamente ningún control,Otros,Otros,Entender lo que sucede a tu alrededor,Trabajar en equipo,Mujer
12571139523,401577030,2021-04-13 08:15:14,2021-04-13 08:25:53,181.129.168.130,,,,,Sí,VALLE DEL CAUCA,IE Santa Librada,Quiero que mi año escolar termine bien ganar el año terminar de estudiar es mi mayo deseo para poder conseguir un trabajo y salir adelante ya que tengo muchísimas dificultades ahora ultimo nisiquiera he podido conectarme alas clases mi mayor sueño es ser alguien importante en la vida y poder terminar por lo menos mi bachillerato es lo.mas importante para mi ,Tristeza,Experiencia personal,Hace más de dos años,Por algún tiempo,Pasa una vez cada tanto,Los profesores y las directivas,En 2,Salud,Completamente novedoso,Poco control,Familia,Comprender la realidad de las cosas,Entender lo que sucede a tu alrededor,Trabajar en equipo,Mujer
12571079293,401577030,2021-04-13 07:58:57,2021-04-13 08:03:54,161.18.82.162,,,,,No,VALLE DEL CAUCA,IE Guillermo Valencia,.............. ,Motivación,Una opinión,Hace más de dos años,Se me va a olvidar,Muy rara y única,Los compañeros,Solo en este,Bullying y matoneo,Completamente novedoso,Total control,Otros,Otros,Entender lo que sucede a tu alrededor,Comprender a los otros,Hombre
12571037288,401577030,2021-04-13 07:29:30,2021-04-13 07:49:05,181.62.53.246,,,,,Sí,VALLE DEL CAUCA,IE General José María Cabal,La verdad no,Tranquilidad,Experiencia personal,Hace seis meses,Se me va a olvidar,Muy rara y única,Todo el mundo,En 2,La seguridad en el colegio,Pasa todo el tiempo,Total control,Profesores,Comprender la realidad de las cosas,Oportunidades futuras,Ser el mejor,Hombre
12571030253,401577030,2021-04-13 07:40:38,2021-04-13 07:45:15,190.99.199.165,,,,,Sí,BOGOTÁ,IE Isaías Gamboa,Cuando me asían bulin,Tristeza,Experiencia personal,Hace dos años,Se me va a olvidar,Muy rara y única,Nadie,Solo en este,Tecnología,Completamente novedoso,Control,A mi,Comprender la realidad de las cosas,Oportunidades futuras,Ser el mejor,Hombre
12570103549,401577030,2021-04-12 22:39:11,2021-04-12 22:43:40,181.143.231.83,,,,,Sí,VALLE DEL CAUCA,IE Jose Holguín Garces,Con la ayuda de las profesora uno le da esa motivación de quererte seguir adelante y lograr todo lo que tenemos en mente para ser mejor dia a dia,Motivación,Experiencia personal,Hace seis meses,Por siempre,Pasa todo el tiempo,Todo el mundo,En 2,Educación y aprendizaje,Completamente novedoso,Total control,A mi,Comprender la realidad de las cosas,Oportunidades futuras,Trabajar en equipo,Mujer
12569808787,401577030,2021-04-12 19:27:37,2021-04-12 19:35:41,181.143.228.66,,,,,Sí,VALLE DEL CAUCA,IE Isaías Gamboa,Pues siempre pensado en mi futuro,Motivación,Experiencia personal,Hace un año,Por siempre,Muy rara y única,Todo el mundo,Solo en este,Innovación y creatividad,Pasa todo el tiempo,Absolutamente ningún control,A mi,Comprender la realidad de las cosas,Entender lo que sucede a tu alrededor,Trabajar en equipo,Hombre
12569800207,401577030,2021-04-12 19:21:10,2021-04-12 19:31:19,186.144.17.15,,,,,Sí,VALLE DEL CAUCA,IE Jose Holguín Garces,la situación que me hiso pensar en mi futuro fue cuando llego la cuarentena pues me tomo por sorpresa y fue mu difícil al principio. ,Tristeza,Una opinión,Hace un año,Por siempre,Muy rara y única,Todo el mundo,En más de 4,Salud,Novedoso,Control,Otros,Comprender la realidad de las cosas,Entender lo que sucede a tu alrededor,Comprender a los otros,Hombre
12569791542,401577030,2021-04-12 19:05:06,2021-04-12 19:27:25,181.143.228.66,,,,,Sí,VALLE DEL CAUCA,IE Isaías Gamboa,pus siempre e pensado en mi futuro en terminar mi,Motivación,Experiencia personal,Hace un año,Por siempre,Muy rara y única,Todo el mundo,Solo en este,Innovación y creatividad,Completamente novedoso,Total control,A mi,Comprender la realidad de las cosas,Entender lo que sucede a tu alrededor,Trabajar en equipo,Hombre
12569776880,401577030,2021-04-12 18:58:24,2021-04-12 19:19:52,181.50.102.223,,,,,No,VALLE DEL CAUCA,IE Santa Rosa,En la institución q estaba me quitaron el cupo debido a la falda de  computador actividades no se me facilitaba por q no tenía internet un solo profesor  me ayudaba,Tristeza,Experiencia personal,Hace un año,Por algún tiempo,Muy rara y única,Los profesores y las directivas,En 3,Justicia,Completamente novedoso,Poco control,A mi,Otros,Relación con los demás,Comprender a los otros,Mujer
12569760818,401577030,2021-04-12 19:08:10,2021-04-12 19:12:18,181.129.172.106,,,,,Sí,VALLE DEL CAUCA,IE Jose Holguín Garces,Ahora que manejamos de modo virtual la comunicación es bastante deficiente ya que a veces no entendemos y aunque el profesor expliqué nuevamente en casa mi mamá me explica nuevamente algunos temas,Tristeza,Experiencia personal,Hace algunos días o semanas,Se me va a olvidar,Común,Los profesores y las directivas,En 2,Tecnología,Completamente novedoso,Poco control,Profesores,Comprender la realidad de las cosas,Entender lo que sucede a tu alrededor,Comprender a los otros,Hombre
12569694768,401577030,2021-04-12 18:35:56,2021-04-12 18:42:07,191.111.192.246,,,,,Sí,VALLE DEL CAUCA,IE Guillermo Valencia,"Hace un tiempo me impacto el hecho de que un compañero se cayó en el colegio y se fracturó la pierna, de inmediato todos fuimos a socorrerlo, me encantó la solidaridad y la unión de todos.",Orgullo/Satisfacción,Experiencia personal,Hace dos años,Por mucho tiempo,Pasa una vez cada tanto,Todo el mundo,Solo en este,La seguridad en el colegio,Novedoso,Control,Amigos,Comprender la realidad de las cosas,Relación con los demás,Comprender a los otros,Hombre
12569691396,401577030,2021-04-12 18:30:51,2021-04-12 18:41:31,186.27.201.141,,,,,Sí,VALLE DEL CAUCA,IE Guillermo Valencia,Quiero ganar el año conocer a mis colegio,Impotencia,Una opinión,Hace algunos días o semanas,Por algún tiempo,Común,Nadie,En 2,Ninguna de los anteriores,Pasa todo el tiempo,Total control,Otros,Comprender la realidad de las cosas,Entender lo que sucede a tu alrededor,Comprender a los otros,Hombre
12569677174,401577030,2021-04-12 18:27:52,2021-04-12 18:34:25,191.111.192.246,,,,,Sí,VALLE DEL CAUCA,IE Guillermo Valencia,"En el 2020 me impactó demasiado el hecho de que muchos de mis compañeros perdieran el año por las circunstancias del COVID-19. Así que para este año quiero que todos podamos terminar bien el año y ojalá sean en clases presenciales y de ser posible, que por fin se erradique ese virus.",Motivación,Experiencia personal,Hace un año,Por algún tiempo,Pasa todo el tiempo,Todo el mundo,Solo en este,Valores,Pasa todo el tiempo,Control,Amigos,Comprender la realidad de las cosas,Entender lo que sucede a tu alrededor,Comprender a los otros,Hombre
12569560394,401577030,2021-04-12 17:37:00,2021-04-12 17:47:07,45.225.225.99,,,,,Sí,VALLE DEL CAUCA,IE Santa Librada,Seria bueno que llegaran mas recursos para tener una mejor calidad de educacion,Motivación,Una opinión,Hace un año,Por algún tiempo,Común,Los profesores y las directivas,Solo en este,Educación y aprendizaje,Completamente novedoso,Total control,Profesores,Nuevos conocimientos y habilidades,Oportunidades futuras,Trabajar en equipo,Mujer
12569485408,401577030,2021-04-12 17:08:18,2021-04-12 17:16:08,179.12.167.96,,,,,Sí,VALLE DEL CAUCA,IE Guillermo Valencia,Ninguna,Tranquilidad,Experiencia personal,Hace un año,Por mucho tiempo,Muy rara y única,Nadie,En más de 4,Tecnología,Pasa todo el tiempo,Total control,A mi,Otros,Entender lo que sucede a tu alrededor,Comprender a los otros,Hombre
12569433977,401577030,2021-04-12 16:40:33,2021-04-12 16:54:29,186.102.1.251,,,,,No,CAUCA,IE Santa Librada,Pues por lo que nos cuentan nuestros profes y pues con las enseñanzas que nos dan sus historias y con eso nos hace enseñar cómo cada uno fue comenzando y ,Orgullo/Satisfacción,Experiencia que alguien te compartió,Hace algunos días o semanas,Por algún tiempo,Común,Los compañeros,En 2,Valores,Pasa frecuentemente,Control,Profesores,Importancia de experimentar,Oportunidades futuras,Trabajar en equipo,No binario
12569197210,401577030,2021-04-12 15:14:50,2021-04-12 15:19:41,181.62.52.50,,,,,Sí,VALLE DEL CAUCA,IE Jose Holguín Garces,ES TRISTE UNA SITUACION FUE NO VOLVER A TENER CONTACTO CON MIS AMIGOS NI LOS PROFESORES A CAUSA DE LA PANDEMIA FUE UN CAMBIO DE VIDA Y ALA VES FUE UN AVANZE TECNOLOGICO Q NO SE ESPERABA EN NINGUNA PARTE DE ESTE TERRITORIO NACIONAL ,Motivación,Una opinión,Hace un año,Se me va a olvidar,Común,Todo el mundo,Solo en este,Tecnología,Completamente novedoso,Absolutamente ningún control,Amigos,Nuevos conocimientos y habilidades,Entender lo que sucede a tu alrededor,Trabajar en equipo,Hombre
12569141971,401577030,2021-04-12 10:15:08,2021-04-12 14:59:30,181.60.123.164,,,,,Sí,VALLE DEL CAUCA,IE Santa Librada,Una situaciòn es que no he podido ir al colegio por la pandemia y quiero ir al colegio para ver a mi profesora y mis amigos.,Tristeza,Experiencia personal,Hace un año,Por algún tiempo,Muy rara y única,Todo el mundo,En 3,Educación y aprendizaje,Pasa todo el tiempo,Absolutamente ningún control,Amigos,Comprender la realidad de las cosas,Entender lo que sucede a tu alrededor,Trabajar en equipo,Mujer
12569111939,401577030,2021-04-12 14:42:21,2021-04-12 14:48:28,181.129.248.138,,,,,Sí,CAUCA,IE Jose Holguín Garces,"Cuando quitaron la modalidad de sistemas, me sentí algo triste.ahorq con las clases en línea no me siento bien debido a que uno está en esas clases pero se sienten solas ",Tristeza,Experiencia personal,Hace seis meses,Por algún tiempo,Pasa una vez cada tanto,Todo el mundo,En 2,Tecnología,Pasa frecuentemente,Poco control,A mi,Comprender la realidad de las cosas,Relación con los demás,Trabajar en equipo,Hombre
12569058472,401577030,2021-04-12 14:19:03,2021-04-12 14:28:58,181.59.25.72,,,,,Sí,VALLE DEL CAUCA,IE Jose Holguín Garces,"soy nuevo ingreso en la institución, por lo que no tengo experiencia",Tranquilidad,Experiencia personal,Hace seis meses,Se me va a olvidar,Pasa una vez cada tanto,Los profesores y las directivas,Solo en este,Ninguna de los anteriores,Novedoso,Control,Otros,Otros,Entender lo que sucede a tu alrededor,Trabajar en equipo,Mujer
12569036901,401577030,2021-04-12 14:12:13,2021-04-12 14:21:13,161.18.77.138,,,,,Sí,VALLE DEL CAUCA,IE Guillermo Valencia,"Quiero, que sea virtual, no hay garantía",Impotencia,Experiencia personal,Hace un año,Por siempre,Pasa todo el tiempo,Todo el mundo,En 2,La seguridad en el colegio,Pasa todo el tiempo,Absolutamente ningún control,Familia,Comprender la realidad de las cosas,Oportunidades futuras,Trabajar en equipo,Mujer
12569035858,401577030,2021-04-12 14:18:55,2021-04-12 14:20:50,186.116.227.185,,,,,Sí,CAUCA,IE Jose Holguín Garces,el caso de la pandemia fue algo que impacto a muchos,Impotencia,Experiencia personal,Hace un año,Por mucho tiempo,Común,Todo el mundo,En más de 4,Salud,Novedoso,Total control,Otros,Comprender la realidad de las cosas,Oportunidades futuras,Trabajar en equipo,Mujer
