respondent_id,collector_id,date_created,date_modified,ip_address,email_address,first_name,last_name,custom_1,"Autorizo a United Way Colombia a realizar toma de fotografías, videos o entrevistas en las que aparezco y cedo el uso de mi imagen y registros de las actividades en las cuales participé, para los fines contemplado en la Política de Privacidad para el Tratamiento de Datos Personales de dicha entidad, en la cual se incluyen, entre otras, la realización de piezas de comunicación interna y externa. Como titular de los datos podré, en cualquier momento, solicitar que la información sea modificada, actualizada o retirada de las bases de datos de United Way Colombia. Lo invitamos a conocer los detalles en: https://bit.ly/2O4diuQ",DEPARTAMENTO,NOMBRE DE LA INSTITUCIÓN EDUCATIVA,¿Con qué género te identificas?,"Cuéntanos una historia que te haya pasado en la educación virtual que para ti haya sido importante, puede ser algo agradable o desagradable, que te sucedió a ti o a otro compañero, puede ser alguna situación con un docente, o con tu familia, la conectividad o lo que piensas de esta nueva realidad, comparte tu historia aquí.",La historia que contaste te genera,La experiencia que compartiste es,¿Cuándo pasó la historia que nos contaste?,¿Con qué frecuencia pasa la situación que nos contaste?,¿Quién debe saber esta historia?,¿A quiénes involucra la historia que nos contaste?,Otro Involucrado,¿Qué enseñanza para la vida te dejó la historia que nos contaste?,Otra Enseñanza,La historia que nos contaste tiene impacto en:,Los espacios de aprendizaje virtual que estás teniendo:,Las actividades Extra-curriculares de manera virtual que te ofrece la institución son:,"¿En tu institución utilizan el arte, la cultura, la ciencia y la tecnología, como un camino para la celebración y el respeto por la diversidad?",¿Sientes que tus intereses y preguntas son tenidos en cuenta en tu institución a la hora de crear los contenidos y temas que veras en clase?,¿Sobre cuáles de los siguientes temas te gustaría aprender más en tu institución?,Otro (especifique),¿Cuál de estas características crees que es la que más resalta en los docentes de tu institución?,Disfrutas y aprendes mejor cuando:,Si fueras un profesor de tu institución ¿Qué agregarías a las clases (virtuales y presenciales)?, 
12862046704,404495119,2021-08-02 10:12:15,2021-08-02 10:16:45,181.151.217.90,,,,,Sí,ANTIOQUIA,IE. El Limonar,Mujer,una ves el 13 de enero de 2021 uvo un accidente con mi padrastro el trece de enero murio mi padrastro por la cual mi familia tubo que benir a donde mi mamá y yo mi mamá se llama paula mi padrastro juan carlos y juan carlos era papá de mi hermano que tiene un año bueno en el momento que le dispararon a mi padrastro no murio pero despues como a las ocho fue que murio y mi mamá y mi hermano y yo fuimos desplasados y por el momento lleba 6 meses de muerto y esta es mi historia,Tristeza,Experiencia personal,Hace seis meses,Casi nunca,Nadie,Familia,,Aprendí que soy una persona fuerte y capaz de enfrentar nuevas situaciones,,Tus emociones o sentimientos,Hacen que quieras entrar a ellos.,Son buenas,Mucho,Más o menos,Valores,,Buena comunicación.,6,Más talleres,
12862034742,404495119,2021-08-02 10:06:07,2021-08-02 10:11:57,181.151.217.90,,,,,Sí,ANTIOQUIA,IE. El Limonar,Mujer,eras una ves unaniña osea llo que estaba estudiando 2 horas  vapasando un caro una moto y el señor de la masamora y la profe va disiendo ago muy inportante y laniña noescucho y noetendio cuado yega a las dos ora no etidinada y sepuso muy trite etoses la mamá le dise notesietas mal y la niña se fue sitiedo bien y fin,Tristeza,Experiencia personal,Hace un año,Casi nunca,Padres/familia,A mi,,Aprendí nuevas habilidades y conocimientos.,,Tu relación con el colegio y la educación.,Hacen que desees volver al salón de clase.,Son buenas,Poco,Mucho,Bullying y matoneo,,Buena comunicación.,4,Más juegos,
12862030143,404495119,2021-08-02 09:20:45,2021-08-02 10:10:14,190.248.7.179,,,,,Sí,ANTIOQUIA,IE. El Limonar,No binario,"Pasaron los de la verdura y después pasaron los del pago y pasaron los del protector del celular, me interrumpieron la clase virtual porque no escuchaba nada y también pasaron los de perros.",Motivación,Experiencia personal,Hace seis meses,Siempre,Los profesores y las directivas,A mi,,Aprendí a respetar otros puntos de vista.,,Tu futuro,Hacen que desees volver al salón de clase.,No me gustan,Poco,Poco,Salud,,Trabajo colaborativo.,100,Más conversación.,
12861892559,404495119,2021-08-02 09:00:19,2021-08-02 09:19:27,190.248.7.179,,,,,Sí,ANTIOQUIA,IE. El Limonar,Mujer,a mi me paso que cu ando mi mamá va a com prar a la tien da le de vuelven mal la de buel ta y eya va y se la cobra a los que la atendieron y los que la atendieron le dicen que yo le devolvi la devuelta com pleta,Impotencia,Experiencia personal,Hace algunos días o semanas,Casi siempre,Nadie,Otro (especifique),a los de la tien da,Aprendí la importancia de la familia.,,Lo que pasa a tu alrededor,Son aburridos y no te gustan.,Me encantan,Mucho,Más o menos,Justicia,,Buena comunicación.,100,Más actividades fuera del aula.,
12861829930,404495119,2021-08-02 08:19:58,2021-08-02 08:55:54,190.248.7.179,,,,,Sí,ANTIOQUIA,IE. El Limonar,Mujer,un dia normal estaba en una clace virtual y justamente seme fue la luz y no escuche que me llamaron a lista y no escuche nada de na,Tranquilidad,Experiencia personal,Hace un año,Casi nunca,Los compañeros,A mi,,Aprendí nuevas habilidades y conocimientos.,,Ninguna de las anteriores,Hacen que no quieras entrar a ellos.,Son buenas,Más o menos,Más o menos,Innovación y creatividad,,Buena comunicación.,,Más lecturas.,
12861738875,404495119,2021-08-02 08:15:17,2021-08-02 08:19:27,181.151.217.90,,,,,Sí,ANTIOQUIA,IE. El Limonar,Hombre,un dia estaba en la reunion y yo habia bisto a mi hermanito y me desproi en la clase y se cayo y lo pude silenciar y al rto volvi y lo active,Tristeza,Experiencia personal,Hace seis meses,Casi nunca,Padres/familia,Familia,,Aprendí la importancia de la familia.,,Tu familia,Hacen que te intereses por nuevas maneras de aprender.,Son buenas,Mucho,Más o menos,Innovación y creatividad,,Innovación y creatividad.,20,Más trabajos en grupo,
12861625794,404495119,2021-08-02 07:13:34,2021-08-02 07:30:23,181.151.217.90,,,,,Sí,ANTIOQUIA,IE. El Limonar,Hombre,a mi me dijeron que en una clase virtual yban a hacer un trabajo del dia delas madres un papel iris colbon y tigeras y a mi me dio mucha emocion porque le iba hacer un regalo a mi madre entonces yo ya tenia todo listo para la reunion y cuando ya me iba a conectar se me fue la luz por media hora y cuando regrese y me iba a conectar ya la abrian echo.,Tristeza,Experiencia personal,Hace seis meses,Casi nunca,Los compañeros,A mi,,Aprendí a valorar como era la vida antes de la pandemia.,,La forma en que te relacionas con los demás,Son divertidos y los disfrutas.,Son buenas,Mucho,Más o menos,Innovación y creatividad,,Trabajo colaborativo.,7,Más lecturas.,
12854673518,404495119,2021-07-29 15:37:43,2021-07-29 15:55:25,181.140.45.230,,,,,Sí,ANTIOQUIA,IE. San Antonio de Prado,Mujer,Que los profes nos sigueron explicando los talleres,Tranquilidad,Experiencia personal,Hace seis meses,Frecuentemente,Nadie,Directivos,,Aprendí que soy una persona fuerte y capaz de enfrentar nuevas situaciones,,Tu futuro,Hacen que no quieras entrar a ellos.,Son buenas,Poco,Poco,Riegos cibernéticos,,Pensamiento critico.,85,Más actividades fuera del aula.,
12852479949,404495119,2021-07-28 21:39:25,2021-07-28 21:43:19,201.233.222.93,,,,,Sí,ANTIOQUIA,IE. El Limonar,Mujer,Tuve problemas con la entrega de la tareas o guías,Impotencia,Experiencia personal,Hace seis meses,Casi nunca,Nadie,Profesores,,Aprendí que soy una persona fuerte y capaz de enfrentar nuevas situaciones,,Tus emociones o sentimientos,Son divertidos y los disfrutas.,Son buenas,Mucho,Mucho,Educación sexual,,Buena comunicación.,49,Más debate.,
12851128343,404495119,2021-07-28 11:01:34,2021-07-28 11:15:10,191.156.65.126,,,,,Sí,ANTIOQUIA,IE. El Limonar,Mujer,un dia yo estaba en mi clase y mi gato me desconecto el cable de mi conputadora y yo me estaba muriendo dela riza y mi mamá abre la puerta de mi abitación y me regaño porque segun yo me sali de la clase y yo le dije mamá mi gato me desconecto el cabel de mi computador y luego de la clase nos fuimos para guatape y montamos en lancha y yo me estaba muriendo de miedo porque es tabamos muy lejos de la orilla,Motivación,Experiencia personal,Hace algunos días o semanas,Frecuentemente,Padres/familia,Familia,,Aprendí la importancia de la familia.,,Tu familia,Hacen que desees volver al salón de clase.,Son buenas,Mucho,Mucho,Educación y aprendizaje,,Innovación y creatividad.,100,Más trabajos en grupo,
12851088454,404495119,2021-07-28 10:54:00,2021-07-28 11:01:21,191.156.76.213,,,,,Sí,ANTIOQUIA,IE. El Limonar,Hombre,un dia mi ermanit me partio el cable de la energia y tanvien me daño el interne y no me dejo entar a la calse virtual y no me dejo aser la tarea de la calces y no me dejo acabra,Impotencia,Experiencia personal,Hace algunos días o semanas,Casi nunca,Padres/familia,A mi,,Aprendí que soy una persona fuerte y capaz de enfrentar nuevas situaciones,,Tu familia,Hacen que quieras entrar a ellos.,Son buenas,Mucho,Mucho,Educación y aprendizaje,,Trabajo colaborativo.,13,Más trabajos en grupo,
12851064422,404495119,2021-07-28 10:45:56,2021-07-28 10:52:51,191.156.76.213,,,,,Sí,ANTIOQUIA,IE. El Limonar,Mujer,un dia de clases virtuales no me daba para ensender la camara mi mamá y yo haciamos lo posible porque ensendiera pero no ensendia despues unos dias mihermano logro que ensendiera la camara y la apague sin querer cuando la iba a volver a ensender no ensendia. y de ahi como por una semana no ensendio y despues si.,Rabia,Experiencia personal,Hace algunos días o semanas,Casi nunca,Padres/familia,Otro (especifique),mi mamá y yo,Aprendí a valorar como era la vida antes de la pandemia.,,Ninguna de las anteriores,Hacen que te intereses por nuevas maneras de aprender.,Son buenas,Mucho,Mucho,Valores,,Buena comunicación.,50,Más proyectos artísticos,
12851036506,404495119,2021-07-28 10:33:18,2021-07-28 10:42:52,191.156.76.213,,,,,Sí,ANTIOQUIA,IE. El Limonar,Mujer,cuado es tava en clase virtual mi hermanita amay y samara ponian la cavesa en la camara o acian mucho ruido motivación por que ellas quieren aprender como yo lo estoy aciendo y al gunas veses mi prima ruth y miprima vanesa me alludavan con la gia y no savia que de cir ella me de cian al go y al gunas veses yo lo acia o tenia algo malo en la guia ella me decia le paso amiprima y ami,Motivación,Experiencia personal,Hace seis meses,Casi nunca,Padres/familia,A mi,,Aprendí nuevas habilidades y conocimientos.,,Tu futuro,Hacen que te intereses por nuevas maneras de aprender.,Son buenas,Mucho,Mucho,Educación y aprendizaje,,Innovación y creatividad.,,Más talleres,
12851008295,404495119,2021-07-28 10:29:44,2021-07-28 10:32:55,191.156.76.213,,,,,Sí,ANTIOQUIA,IE. El Limonar,No binario,llaman cuando estoy en clase y tengo que salirme de las clases birtuales para que mi mama con teste la llamadas y cuando boy a conetarme a las clases lla seanacabado,Tranquilidad,Experiencia personal,Hace algunos días o semanas,Casi nunca,Padres/familia,Amigos,,Aprendí que soy una persona fuerte y capaz de enfrentar nuevas situaciones,,Ninguna de las anteriores,Hacen que te intereses por nuevas maneras de aprender.,Son buenas,Mucho,Mucho,Valores,,Buena comunicación.,50,Más proyectos artísticos,
12850998100,404495119,2021-07-28 10:27:17,2021-07-28 10:29:30,191.156.76.213,,,,,Sí,ANTIOQUIA,IE. El Limonar,Hombre,"una vez estaba en clase virtual y esta lloviendo muy fuerte. Mi gato se asusto y tumbo mi celular y le hizo una raya, mi mamá me regaño.",Alegría,Experiencia personal,Hace un año,Casi nunca,Padres/familia,A mi,,Otro (especifique),nada,Ninguna de las anteriores,Hacen que desees volver al salón de clase.,Son buenas,Mucho,Mucho,Educación y aprendizaje,,Trabajo colaborativo.,1,Más actividades fuera del aula.,
12850990811,404495119,2021-07-28 10:23:48,2021-07-28 10:27:05,191.156.65.126,,,,,Sí,ANTIOQUIA,IE. El Limonar,Mujer,una vez me fui a paciar y tenia clase virtual y casi no abia internet y se me pausava y quedaba como una estatua y todos se me reian,Impotencia,Experiencia personal,Hace algunos días o semanas,Casi nunca,Padres/familia,Otro (especifique),Compañeros,Aprendí que soy una persona fuerte y capaz de enfrentar nuevas situaciones,,Ninguna de las anteriores,Hacen que desees volver al salón de clase.,Son buenas,Más o menos,Más o menos,Educación sexual,,Buena comunicación.,50,Más casos y ejemplos de la vida real.,
12848717688,404495119,2021-07-27 14:45:35,2021-07-27 14:50:52,191.156.13.80,,,,,Sí,ANTIOQUIA,IE. El Limonar,Hombre,una vez en una clase virtual la profe estaba haciendo preguntas y yo active el microfono y pusieron musica a todo volumen me interrumpieron a la mitad de la pregunta y tuve que apagar el microfono otra vez. una vez la profe eligio a un compañero y el compañero tenia el micro apagado y no sabia.,Tranquilidad,Experiencia personal,Hace algunos días o semanas,Casi nunca,Los compañeros,Amigos,,Aprendí nuevas habilidades y conocimientos.,,Lo que pasa a tu alrededor,Son divertidos y los disfrutas.,Son buenas,Más o menos,Más o menos,Educación y aprendizaje,,Innovación y creatividad.,50,Más juegos,
12848700903,404495119,2021-07-27 14:40:05,2021-07-27 14:45:13,191.156.13.80,,,,,Sí,ANTIOQUIA,IE. El Limonar,Hombre,A mi me paso una vez que yo estaba en clases virtuales yo iba a ensender mi microfono y imiperro se mio en el cable del internet y cuando iba a es poner seme apago el computador y en eso jenero un corto en toda mi casa y solo estabamos yo y mi prima y no sabiamos que aser al respecto y a las 3:30 yegaron todas los de la casa,Miedo/angustia,Experiencia personal,Hace seis meses,Casi nunca,Padres/familia,Otro (especifique),mi prima,Aprendí que soy una persona fuerte y capaz de enfrentar nuevas situaciones,,Tu familia,Hacen que te intereses por nuevas maneras de aprender.,Son buenas,Más o menos,Mucho,Educación y aprendizaje,,Trabajo colaborativo.,100,Más trabajos en grupo,
12848684867,404495119,2021-07-27 14:30:47,2021-07-27 14:38:52,191.156.13.80,,,,,Sí,ANTIOQUIA,IE. El Limonar,Hombre,A mi me paso que una ves prendi la camara y mi hermanita aparecio trapeando y cantando y otra istoria yo me iba a presentar en la clase virtual y ya iba a mandar y llego mi gata y setiro ah computador para que la sobara y cuando ella se metiro me escribi putas le tras y cuando lo mando y se mer tien todos.,Motivación,Una opinión,Hace algunos días o semanas,Casi nunca,Nadie,Familia,,Aprendí que soy una persona fuerte y capaz de enfrentar nuevas situaciones,,Ninguna de las anteriores,Hacen que quieras entrar a ellos.,Son buenas,Más o menos,Más o menos,Relación con la familia,,Buena comunicación.,9,Más actividades fuera del aula.,
12848663489,404495119,2021-07-27 14:25:40,2021-07-27 14:30:26,191.156.13.80,,,,,Sí,ANTIOQUIA,IE. El Limonar,Hombre,un dia yo estaba en clases y estaba jugando a la vez y la profe me puso a leer y yo jugando y no se me salia del juego asta que seme salio y me metir en la clase y le pregunte a la profe donde devia leer y ella me dijo que que estaba asiendo y enpece a leer y no me regallo,Tranquilidad,Experiencia personal,Hace algunos días o semanas,Casi siempre,Nadie,A mi,,Otro (especifique),aprendi a poner atencion a los clases virtuales,Ninguna de las anteriores,Hacen que desees volver al salón de clase.,Son buenas,Más o menos,Más o menos,Relación con los compañeros,,Buena comunicación.,98,Más juegos,
12848650146,404495119,2021-07-27 14:13:49,2021-07-27 14:25:26,191.156.13.80,,,,,Sí,ANTIOQUIA,IE. El Limonar,Mujer,un dia yo estaba en mi clase y mi gato me desconecto el cable de mi conputadora y yo me estaba muriendo dela riza y mi mamá abre la puerta de mi abitacion y me regaño porque segun yo me sali de la clase y yo le dije mamá mi gato me desconecto el cabel de mi conputador y luego de la clase  nos  ruimos para guatape y montamos  en lancha y yo me estaba muriendo  del miedo por que es tabamos muy ledos de la orilla.,Motivación,Experiencia personal,Hace algunos días o semanas,Frecuentemente,Padres/familia,Familia,,Aprendí la importancia de la familia.,,Tu familia,Hacen que desees volver al salón de clase.,Son buenas,Mucho,Mucho,Educación y aprendizaje,,Innovación y creatividad.,100,Más trabajos en grupo,
12848613537,404495119,2021-07-27 13:59:50,2021-07-27 14:12:06,191.156.13.80,,,,,Sí,ANTIOQUIA,IE. El Limonar,Mujer,cuando estaba en la clase virtual mi papá llamo a mis tias estaban llorando todas y como a la media hora en la llamada  que ya todos estaban tranquilos yo le pregunto a mi papá y amis tias  que como estadan por alla venezuela y le llego a decir ami papá por mi abuelo ay comiensan a llorar a todos y mi papá  le dice a mis tias  que ya me tenian que decir y yo le dije que que metenian que decir por que me estaban asustando y me dicen que mi abuelo se habia muerto y mi abuela casi se muere.,Miedo/angustia,Experiencia personal,Hace seis meses,Casi nunca,Todo el mundo,A mi,,Aprendí la importancia de la familia.,,Tus emociones o sentimientos,Hacen que te intereses por nuevas maneras de aprender.,Son buenas,Mucho,Mucho,Relación con los profesores,,Trabajo colaborativo.,50,Más actividades fuera del aula.,
12848569585,404495119,2021-07-27 13:47:54,2021-07-27 13:56:01,191.156.13.80,,,,,Sí,ANTIOQUIA,IE. El Limonar,Mujer,"un dia que estaba en clase la profe  me habia preguntado y justo prendi la camara cuando mi mamá se estaba secando el pelo, entonces al instante la apague para responder la pregunta que la profe me habia dicho que responda.",Miedo/angustia,Experiencia personal,Hace algunos días o semanas,Casi nunca,Padres/familia,Familia,,Aprendí que soy una persona fuerte y capaz de enfrentar nuevas situaciones,,Ninguna de las anteriores,Hacen que desees volver al salón de clase.,Me encantan,Mucho,Más o menos,Educación y aprendizaje,,Trabajo colaborativo.,50,Más trabajos en grupo,
12848546607,404495119,2021-07-27 12:25:54,2021-07-27 13:46:50,191.156.13.80,,,,,Sí,ANTIOQUIA,IE. El Limonar,Mujer,yo un día estaba en la clase virtual con mis compañeros despus mi papa estaba regañando a mi hermana y todos estaba ahi... yo tenia el microfono prendido a mi medio pena mucha pena mejo apaque el microfono y casi mesalgo de la clase virtual ,Alegría,Experiencia personal,Hace algunos días o semanas,Casi nunca,Nadie,Familia,,Aprendí que soy una persona fuerte y capaz de enfrentar nuevas situaciones,,Ninguna de las anteriores,Hacen que desees volver al salón de clase.,Me encantan,Mucho,Mucho,Salud,,Trabajo colaborativo.,18,Más lecturas.,
12848329815,404495119,2021-07-27 12:20:53,2021-07-27 12:24:17,191.156.13.80,,,,,Sí,ANTIOQUIA,IE. El Limonar,Mujer,una ves mi mamá estaba en el sentro y entro al almasen deropa para conprar algo a miermano eran unas chancletas por que no tenia y vino un señor que tenia la cara tapada y le saco el selular de mi mama del bolso y mi mamá se asusto,Miedo/angustia,Experiencia personal,Hace un año,Siempre,Padres/familia,Familia,,Aprendí a valorar a mis profesores como personas que se interesan por mi mas allá de lo académico,,Tu familia,Hacen que te intereses por nuevas maneras de aprender.,Me encantan,Más o menos,Mucho,Educación y aprendizaje,,Buena comunicación.,3,Más trabajos en grupo,
12848289644,404495119,2021-07-27 12:04:12,2021-07-27 12:08:39,191.156.13.80,,,,,Sí,ANTIOQUIA,IE. El Limonar,Hombre,Un dia estaba en clase estaba haciendo la tarea como todos era un ditado y todo bien. luego se apago la luz y estaba preocupado lueg prendio despues yo apague el internet sin querer....quite el cable luego volvi y apague el generador y luego volvi cuando volvi se acabo el dictado y me enoje pero medesatro alguien y. Fin,Impotencia,Experiencia personal,Hace seis meses,Casi nunca,Los profesores y las directivas,A mi,,Otro (especifique),aprendi hacer precavido y ver vien,Tu relación con el colegio y la educación.,Son divertidos y los disfrutas.,Me encantan,Mucho,Mucho,Riegos cibernéticos,,Buena comunicación.,5,Más proyectos artísticos,
12848276579,404495119,2021-07-27 11:59:02,2021-07-27 12:03:56,191.156.13.80,,,,,Sí,ANTIOQUIA,IE. El Limonar,Mujer,yo con mi compañera euna sola clase predim el audio y paso el lechero y laperra demicon pañera isocaer el celular y sede coneto ay pasamos alegria,Alegría,Experiencia personal,Hace seis meses,Casi nunca,Los profesores y las directivas,Otro (especifique),conpañera,Otro (especifique),aprendi a conpartir con mi conpañeros,La forma en que te relacionas con los demás,Hacen que desees volver al salón de clase.,Son buenas,Más o menos,Mucho,Relación con los compañeros,,Buena comunicación.,14,Más lecturas.,
12848261419,404495119,2021-07-27 11:55:07,2021-07-27 11:58:35,191.156.13.80,,,,,Sí,ANTIOQUIA,IE. El Limonar,Mujer,un dia yo en clase virtual estaba escuchando la clase y mi tia prendio el bafle a todo bolumen y no pude escuchar la esplicación de la tare y ise la tarea mal y me regallaron mis papas.,Impotencia,Experiencia personal,Hace un año,Casi nunca,Nadie,A mi,,Aprendí a valorar como era la vida antes de la pandemia.,,Ninguna de las anteriores,Son divertidos y los disfrutas.,Son buenas,Mucho,Mucho,Valores,,Trabajo colaborativo.,26,Más lecturas.,
12848234059,404495119,2021-07-27 11:40:43,2021-07-27 11:48:42,191.156.13.80,,,,,Sí,ANTIOQUIA,IE. El Limonar,Hombre,yo estaba en una clase virtual y yo estaba hay y estaba hablando pero cuando mi mamá me llama y yo le conteste y cuando termine de hablar pero ya habia terminado,Alegría,Experiencia personal,Hace algunos días o semanas,Frecuentemente,Padres/familia,Familia,,"Aprendí un nuevo manejo del tiempo en casa, lo divido de manera correcta entre la escuela, el ocio, la familia y el descanso.",,La forma en que te relacionas con los demás,Hacen que quieras entrar a ellos.,No me ofrecen/ No sé,Poco,Poco,Relación con la familia,,Pensamiento critico.,100,Más trabajos en grupo,
12848120963,404495119,2021-07-27 11:02:02,2021-07-27 11:06:15,191.156.13.80,,,,,Sí,ANTIOQUIA,IE. El Limonar,Hombre,Una vez un niño que molestaba mucho a una niña y un día la niña se molesto mucho y lo empujo y el niño se dio un golpe muy duro y lo llevaron al hospital.,Miedo/angustia,Una historia que escuchaste por ahí,Hace un año,Casi nunca,Los compañeros,Otro (especifique),Compañero,Aprendí a respetar otros puntos de vista.,,La forma en que te relacionas con los demás,Hacen que te intereses por nuevas maneras de aprender.,Son buenas,Más o menos,Mucho,Educación y aprendizaje,,Trabajo colaborativo.,,Más actividades fuera del aula.,
12845547050,404495119,2021-07-26 12:06:38,2021-07-26 12:30:39,191.156.42.43,,,,,Sí,ANTIOQUIA,IE. El Limonar,Mujer,"A mi me paso que cuando enpezo la cuarentena, mi familia era normal, pero despues de unos meses, mi madre se dio cuenta que mi padrastro abusaba a mi hermana y bueno para nosotros era normal el comportamiento de mi padrastro, con la condicion que nadie sadia que mi hermano sufria, porque el le digo que no le digiera a nadie, asta el punto que mi mamá estada asustada porque el nos tenia digilados, mi mamá le dijo que iva a ir por comida, pero en realidad fuimos a la policia y cuando la policia se llevo a mi padrastro, yo, mi hermano menor y mi hermana mayor estadamos en la casa de una vecina, despues fuimos a la casa, todo estada en silencio, mi madre cayo en deprecion, pero ya esta mejor, asta el momento estamos bien, con un poco de trabajo pero vamos para alante.",Miedo/angustia,Experiencia personal,Hace seis meses,Frecuentemente,Padres/familia,Familia,,Aprendí que soy una persona fuerte y capaz de enfrentar nuevas situaciones,,Lo que pasa a tu alrededor,Hacen que desees volver al salón de clase.,Son buenas,Más o menos,Más o menos,Otro (especifique),Hablar en señas,Trabajo colaborativo.,50,Más casos y ejemplos de la vida real.,
12845489528,404495119,2021-07-26 12:01:27,2021-07-26 12:06:10,191.156.41.141,,,,,Sí,ANTIOQUIA,IE. El Limonar,Hombre,a mi me paso un dia estaba en casa y mi primo estaba al lado del computador y desconceto el internen y me arruino la clase y a mi prima y cuando volvio el internet me volvi a conectar a clases y no pude escuchar lo que la profesora dijo y ya no podia hacer mi tarea porque mi primo desconecto el internet y me tuve que desatrasar de un amigo lo que dijo la profesora y hise mi tarea. ,Tristeza,Experiencia personal,Hace seis meses,Casi siempre,Padres/familia,Familia,,Aprendí a valorar como era la vida antes de la pandemia.,,Tu familia,Hacen que desees volver al salón de clase.,Son buenas,Mucho,Mucho,Relación con la familia,,Innovación y creatividad.,15,Más lecturas.,
12845476667,404495119,2021-07-26 11:57:03,2021-07-26 12:01:04,191.156.32.152,,,,,Sí,ANTIOQUIA,IE. El Limonar,Mujer,cuando yo estaba en clase los de los acuagades pasa y no me dejava escuchar mi clase  y tambien  cuando uno ya se iva a conetar los vecinos ponian musica y no entendia nada de lo que los profes decian.,Miedo/angustia,Experiencia personal,Hace un año,Casi nunca,Nadie,A mi,,Aprendí a valorar como era la vida antes de la pandemia.,,Tu futuro,Son divertidos y los disfrutas.,Son buenas,Más o menos,Poco,Valores,,Trabajo colaborativo.,10,Más trabajos en grupo,
12845378143,404495119,2021-07-26 11:15:56,2021-07-26 11:20:57,191.156.35.42,,,,,Sí,ANTIOQUIA,IE. El Limonar,Mujer,lo que a mi me paso fue que un día se me perdio la guia y no savia don de la puse y no tenia internet para hacerla y tu be que buscar en toda la casa y no la hayaba pero me dijeron que en la viblioteca la podian dar de nuevo y lo peor fue que yo ya havia hello algunos puntos de la otra guia y tuve que bolber hacer la guia.,Rabia,Experiencia personal,Hace algunos días o semanas,Frecuentemente,Nadie,A mi,,Otro (especifique),aprendi a valorar los talleres y las cosas,Tu futuro,Hacen que te intereses por nuevas maneras de aprender.,Son buenas,Mucho,Mucho,Relación con los compañeros,,Trabajo colaborativo.,98,Más actividades fuera del aula.,
12845363363,404495119,2021-07-26 11:09:46,2021-07-26 11:15:23,191.156.40.211,,,,,Sí,ANTIOQUIA,IE. El Limonar,Mujer,"una vez estaba haciendo talleres estaba tan consentrada que no le paraba bolas ah nadie, justamente esa tarde era de noche y se fue la luz  y no llego hasta el otro día el trabajo lo tenía que entregar y no habia tampoco señal, ni luz entonces no pude terminar la guía. y la profesora me dio plazo y la pude terminar y entregarla bien realisada.",Alegría,Experiencia personal,Hace algunos días o semanas,Casi nunca,Nadie,Profesores,,Otro (especifique),a que no se ve todos los días,Tu futuro,Hacen que desees volver al salón de clase.,Son buenas,Más o menos,Poco,Educación y aprendizaje,,Buena comunicación.,100,Más investigación,
12845325195,404495119,2021-07-26 10:57:36,2021-07-26 11:01:23,191.156.41.137,,,,,Sí,ANTIOQUIA,IE. El Limonar,Mujer,a mi prima le paso que estaba en las reuniones virtuales y como las reuniones son por la mañana. El dia anterior no pudo dormir bien haci que cuando le dijeron que encendiera la camara estaba dormida con la boca abierta y todos se rieron de ella y se sintio muy apenada y un poco triste a la vez. Pero al ver que era gracioso se rio ella tambien. ,Tristeza,Experiencia que alguien te compartió,Hace seis meses,Casi nunca,Los profesores y las directivas,Familia,,Aprendí a respetar otros puntos de vista.,,Ninguna de las anteriores,Hacen que desees volver al salón de clase.,Me encantan,Mucho,Mucho,Riegos cibernéticos,,Trabajo colaborativo.,50,Más trabajos en grupo,
12845311985,404495119,2021-07-26 10:53:39,2021-07-26 10:56:15,191.156.41.141,,,,,Sí,ANTIOQUIA,IE. El Limonar,Mujer,mi papás se separaron ase 6 meses mi papá no responde pornosotras nos trata mal dejo a mimamá con una deuda de 6 millones en el vanco y no respeta amimamá para nada.,Rabia,Experiencia personal,Hace seis meses,Siempre,Nadie,Otro (especifique),mimama y mi papá,Aprendí que soy una persona fuerte y capaz de enfrentar nuevas situaciones,,Tus emociones o sentimientos,Hacen que desees volver al salón de clase.,Me encantan,Mucho,Mucho,Educación y aprendizaje,,Innovación y creatividad.,90,Más trabajos en grupo,
12845304835,404495119,2021-07-26 10:47:32,2021-07-26 10:53:25,191.156.45.113,,,,,Sí,ANTIOQUIA,IE. El Limonar,Mujer,"Hola hoy lesboy a contar una historia que paso este año, yo estaba muy anciosa por dentrar a clases el primer dia, las clases eran virtuales y yo mas me emocione yego la hora de las clases  y yo estaba super super emocionada la profesor y so una pregunta que que era acuerdo y yo le escuche Recuerdo yo le esplique y ella dijo hermosa lo que yo te dije fue que er acuerdo no recuerdo y todos los que estaban hay se rieron y me dio mucha pena.",Miedo/angustia,Experiencia personal,Hace seis meses,Casi nunca,Nadie,A mi,,Aprendí lo importante de compartir con mis amigos y compañeros.,,Tu relación con el colegio y la educación.,Son divertidos y los disfrutas.,Son buenas,Mucho,Mucho,Educación y aprendizaje,,Trabajo colaborativo.,80,Más trabajos en grupo,
